trade_index,pnl,cumulative_pnl
0,539.7533632286941,539.7533632286941
1,539.7533632286941,1079.5067264573881
2,-15.0,1064.5067264573881
3,95.0,1159.5067264573881
4,-619.7533632286941,539.7533632286941
5,-619.7533632286941,-80.0
6,-619.7533632286941,-699.7533632286941
7,-619.7533632286941,-1319.5067264573881
8,-619.7533632286941,-1939.2600896860822
9,539.7533632286941,-1399.5067264573881
10,539.7533632286941,-859.7533632286941
11,539.7533632286941,-320.0
12,-619.7533632286941,-939.7533632286941
13,539.7533632286941,-400.0
14,539.7533632286941,139.75336322869407
15,539.7533632286941,679.5067264573881
16,-619.7533632286941,59.75336322869407
17,-619.7533632286941,-560.0
18,-619.7533632286941,-1179.753363228694
19,-619.7533632286941,-1799.5067264573881
20,-619.7533632286941,-2419.260089686082
21,539.7533632286941,-1879.5067264573881
22,-619.7533632286941,-2499.260089686082
23,-619.7533632286941,-3119.0134529147763
24,539.7533632286941,-2579.260089686082
25,539.7533632286941,-2039.5067264573881
26,539.7533632286941,-1499.753363228694
27,539.7533632286941,-960.0
28,-619.7533632286941,-1579.753363228694
29,-619.7533632286941,-2199.506726457388
30,539.7533632286941,-1659.753363228694
31,-75.0,-1734.753363228694
32,-225.0,-1959.753363228694
33,-240.0,-2199.753363228694
34,539.7533632286941,-1660.0
35,-619.7533632286941,-2279.753363228694
36,539.7533632286941,-1740.0
37,-619.7533632286941,-2359.753363228694
38,539.7533632286941,-1820.0
39,-619.7533632286941,-2439.753363228694
40,-619.7533632286941,-3059.506726457388
41,-619.7533632286941,-3679.260089686082
42,-245.0,-3924.260089686082
43,370.0,-3554.260089686082
44,340.0,-3214.260089686082
45,539.7533632286941,-2674.506726457388
46,539.7533632286941,-2134.753363228694
47,539.7533632286941,-1595.0
48,539.7533632286941,-1055.246636771306
49,-619.7533632286941,-1675.0
50,-619.7533632286941,-2294.753363228694
51,539.7533632286941,-1755.0
52,539.7533632286941,-1215.246636771306
53,135.0,-1080.246636771306
54,539.7533632286941,-540.4932735426119
55,539.7533632286941,-0.7399103139177896
56,-619.7533632286941,-620.4932735426119
57,-619.7533632286941,-1240.246636771306
58,539.7533632286941,-700.4932735426119
59,-619.7533632286941,-1320.246636771306
60,-619.7533632286941,-1940.0
61,-619.7533632286941,-2559.753363228694
62,-619.7533632286941,-3179.506726457388
63,125.0,-3054.506726457388
64,539.7533632286941,-2514.753363228694
65,-619.7533632286941,-3134.506726457388
66,539.7533632286941,-2594.753363228694
67,-619.7533632286941,-3214.506726457388
68,-619.7533632286941,-3834.260089686082
69,539.7533632286941,-3294.506726457388
70,-619.7533632286941,-3914.260089686082
71,-619.7533632286941,-4534.013452914776
72,-619.7533632286941,-5153.76681614347
73,-619.7533632286941,-5773.520179372164
74,-619.7533632286941,-6393.2735426008585
75,539.7533632286941,-5853.520179372164
76,-619.7533632286941,-6473.2735426008585
77,-619.7533632286941,-7093.026905829553
78,115.0,-6978.026905829553
79,-125.0,-7103.026905829553
80,-619.7533632286941,-7722.780269058247
81,539.7533632286941,-7183.026905829553
82,-619.7533632286941,-7802.780269058247
83,539.7533632286941,-7263.026905829553
84,539.7533632286941,-6723.2735426008585
85,539.7533632286941,-6183.520179372164
86,-619.7533632286941,-6803.2735426008585
87,-619.7533632286941,-7423.026905829553
88,539.7533632286941,-6883.2735426008585
89,539.7533632286941,-6343.520179372164
90,539.7533632286941,-5803.76681614347
91,-619.7533632286941,-6423.520179372164
92,-420.0,-6843.520179372164
93,-619.7533632286941,-7463.2735426008585
94,-325.0,-7788.2735426008585
95,539.7533632286941,-7248.520179372164
96,539.7533632286941,-6708.76681614347
97,-619.7533632286941,-7328.520179372164
98,539.7533632286941,-6788.76681614347
99,255.0,-6533.76681614347
100,-180.0,-6713.76681614347
101,-135.0,-6848.76681614347
102,539.7533632286941,-6309.013452914776
103,539.7533632286941,-5769.260089686082
104,539.7533632286941,-5229.506726457388
105,539.7533632286941,-4689.753363228694
106,-35.0,-4724.753363228694
107,-55.0,-4779.753363228694
108,-619.7533632286941,-5399.506726457388
109,-619.7533632286941,-6019.260089686082
110,-619.7533632286941,-6639.013452914776
111,-619.7533632286941,-7258.76681614347
112,539.7533632286941,-6719.013452914776
113,539.7533632286941,-6179.260089686082
114,539.7533632286941,-5639.506726457388
115,539.7533632286941,-5099.753363228694
116,539.7533632286941,-4560.0
117,0.0,-4560.0
118,45.0,-4515.0
119,539.7533632286941,-3975.246636771306
120,539.7533632286941,-3435.493273542612
121,539.7533632286941,-2895.739910313918
122,539.7533632286941,-2355.9865470852237
123,-619.7533632286941,-2975.739910313918
124,539.7533632286941,-2435.9865470852237
125,539.7533632286941,-1896.2331838565296
126,85.0,-1811.2331838565296
127,-270.0,-2081.2331838565296
128,-619.7533632286941,-2700.9865470852237
129,-619.7533632286941,-3320.739910313918
130,539.7533632286941,-2780.9865470852237
131,-619.7533632286941,-3400.739910313918
132,539.7533632286941,-2860.9865470852237
133,539.7533632286941,-2321.2331838565296
134,539.7533632286941,-1781.4798206278356
