trade_index,pnl,cumulative_pnl
0,-22.968066232998353,-22.968066232998353
1,18.968066232998353,-4.0
2,-22.968066232998353,-26.968066232998353
3,-22.968066232998353,-49.93613246599671
4,18.968066232998353,-30.968066232998353
5,-5.0,-35.96806623299835
6,-22.968066232998353,-58.93613246599671
7,10.5,-48.43613246599671
8,-1.5,-49.93613246599671
9,18.968066232998353,-30.968066232998353
10,1.0,-29.968066232998353
11,18.968066232998353,-11.0
12,18.968066232998353,7.968066232998353
13,18.968066232998353,26.936132465996707
14,18.968066232998353,45.90419869899506
15,-22.968066232998353,22.936132465996707
16,-1.5,21.436132465996707
17,-22.968066232998353,-1.5319337670016466
18,18.968066232998353,17.436132465996707
19,18.968066232998353,36.40419869899506
20,-22.968066232998353,13.436132465996707
21,-15.0,-1.5638675340032933
22,-6.5,-8.063867534003293
23,-22.968066232998353,-31.031933767001647
24,-22.968066232998353,-54.0
25,18.968066232998353,-35.03193376700165
26,3.5,-31.531933767001647
27,18.968066232998353,-12.563867534003293
28,-22.968066232998353,-35.53193376700165
29,18.968066232998353,-16.563867534003293
30,18.968066232998353,2.40419869899506
31,-5.5,-3.09580130100494
32,-22.968066232998353,-26.063867534003293
33,-22.968066232998353,-49.03193376700165
34,-22.968066232998353,-72.0
35,-22.968066232998353,-94.96806623299835
36,18.968066232998353,-76.0
37,-22.968066232998353,-98.96806623299835
38,-22.968066232998353,-121.9361324659967
39,18.968066232998353,-102.96806623299835
40,18.968066232998353,-84.0
41,18.968066232998353,-65.03193376700165
42,18.968066232998353,-46.06386753400329
43,18.968066232998353,-27.09580130100494
44,-22.968066232998353,-50.06386753400329
45,-22.968066232998353,-73.03193376700165
46,18.968066232998353,-54.06386753400329
47,-5.0,-59.06386753400329
48,-2.5,-61.56386753400329
49,18.968066232998353,-42.59580130100494
50,18.968066232998353,-23.627735068006587
51,18.968066232998353,-4.659668835008233
52,18.968066232998353,14.30839739799012
53,-9.5,4.80839739799012
54,-22.968066232998353,-18.159668835008233
55,18.968066232998353,0.8083973979901202
56,18.968066232998353,19.776463630988474
57,18.968066232998353,38.74452986398683
58,18.968066232998353,57.71259609698518
59,-22.968066232998353,34.74452986398683
60,-22.968066232998353,11.776463630988474
61,-22.968066232998353,-11.19160260200988
62,7.0,-4.19160260200988
63,7.0,2.8083973979901202
64,18.968066232998353,21.776463630988474
65,-14.0,7.776463630988474
66,-22.968066232998353,-15.19160260200988
67,-22.968066232998353,-38.15966883500823
68,-22.968066232998353,-61.12773506800659
69,-22.968066232998353,-84.09580130100494
70,0.5,-83.59580130100494
71,18.968066232998353,-64.62773506800659
72,-22.968066232998353,-87.59580130100494
73,18.968066232998353,-68.62773506800659
74,18.968066232998353,-49.65966883500823
75,-22.968066232998353,-72.62773506800659
76,-22.968066232998353,-95.59580130100494
77,-22.968066232998353,-118.5638675340033
78,-22.968066232998353,-141.53193376700165
79,3.5,-138.03193376700165
80,-15.0,-153.03193376700165
81,-22.968066232998353,-176.0
82,-22.968066232998353,-198.96806623299835
83,-22.968066232998353,-221.9361324659967
84,-22.968066232998353,-244.90419869899506
85,-3.0,-247.90419869899506
86,13.5,-234.40419869899506
87,18.968066232998353,-215.4361324659967
88,-22.968066232998353,-238.40419869899506
89,18.968066232998353,-219.4361324659967
90,-10.5,-229.9361324659967
91,0.5,-229.4361324659967
92,-14.0,-243.4361324659967
93,18.968066232998353,-224.46806623299835
94,18.968066232998353,-205.5
95,-22.968066232998353,-228.46806623299835
96,-5.5,-233.96806623299835
97,-22.968066232998353,-256.9361324659967
98,-22.968066232998353,-279.90419869899506
99,-22.968066232998353,-302.8722649319934
100,-22.968066232998353,-325.84033116499177
101,2.0,-323.84033116499177
102,-22.968066232998353,-346.8083973979901
103,-22.968066232998353,-369.7764636309885
104,-22.968066232998353,-392.7445298639868
105,-22.968066232998353,-415.7125960969852
106,12.5,-403.2125960969852
107,-4.5,-407.7125960969852
108,-7.5,-415.2125960969852
109,-13.5,-428.7125960969852
110,15.5,-413.2125960969852
111,-10.0,-423.2125960969852
112,-22.968066232998353,-446.18066232998353
113,-9.0,-455.18066232998353
114,1.5,-453.68066232998353
115,-22.968066232998353,-476.6487285629819
116,-9.0,-485.6487285629819
117,-3.5,-489.1487285629819
118,-15.0,-504.1487285629819
119,18.968066232998353,-485.18066232998353
120,-5.0,-490.18066232998353
121,11.5,-478.68066232998353
122,2.0,-476.68066232998353
123,-22.968066232998353,-499.6487285629819
124,-15.0,-514.6487285629819
125,-12.0,-526.6487285629819
126,1.5,-525.1487285629819
127,18.968066232998353,-506.18066232998353
128,-22.968066232998353,-529.1487285629819
129,-22.968066232998353,-552.1167947959802
130,2.5,-549.6167947959802
131,-22.968066232998353,-572.5848610289786
132,-22.968066232998353,-595.552927261977
133,2.0,-593.552927261977
134,18.968066232998353,-574.5848610289786
135,7.0,-567.5848610289786
136,-18.5,-586.0848610289786
137,18.968066232998353,-567.1167947959802
138,18.968066232998353,-548.1487285629819
139,-22.968066232998353,-571.1167947959802
140,3.5,-567.6167947959802
141,18.968066232998353,-548.6487285629819
142,-5.5,-554.1487285629819
143,-3.5,-557.6487285629819
144,-7.5,-565.1487285629819
145,-22.968066232998353,-588.1167947959802
146,-22.968066232998353,-611.0848610289786
147,-22.968066232998353,-634.052927261977
148,-7.5,-641.552927261977
149,18.968066232998353,-622.5848610289786
150,-20.0,-642.5848610289786
151,-3.0,-645.5848610289786
152,18.968066232998353,-626.6167947959802
153,-22.968066232998353,-649.5848610289786
154,-0.5,-650.0848610289786
155,4.5,-645.5848610289786
156,-2.0,-647.5848610289786
157,2.0,-645.5848610289786
158,-11.5,-657.0848610289786
159,18.968066232998353,-638.1167947959802
160,-4.5,-642.6167947959802
161,-0.5,-643.1167947959802
162,-10.0,-653.1167947959802
163,18.968066232998353,-634.1487285629819
164,-2.5,-636.6487285629819
165,0.0,-636.6487285629819
166,18.968066232998353,-617.6806623299835
167,-8.0,-625.6806623299835
168,-7.5,-633.1806623299835
169,18.968066232998353,-614.2125960969852
170,-22.968066232998353,-637.1806623299835
171,-22.968066232998353,-660.1487285629819
172,-20.0,-680.1487285629819
173,-22.968066232998353,-703.1167947959802
174,-22.968066232998353,-726.0848610289786
175,-1.5,-727.5848610289786
