trade_index,pnl,cumulative_pnl
0,-22.968066232998353,-22.968066232998353
1,-22.968066232998353,-45.93613246599671
2,-22.968066232998353,-68.90419869899506
3,-22.968066232998353,-91.87226493199341
4,-22.968066232998353,-114.84033116499177
5,-22.968066232998353,-137.80839739799012
6,-22.968066232998353,-160.77646363098847
7,18.968066232998353,-141.80839739799012
8,18.968066232998353,-122.84033116499177
9,18.968066232998353,-103.87226493199341
10,-22.968066232998353,-126.84033116499177
11,18.968066232998353,-107.87226493199341
12,-22.968066232998353,-130.84033116499177
13,-22.968066232998353,-153.80839739799012
14,-22.968066232998353,-176.77646363098847
15,-22.968066232998353,-199.74452986398683
16,18.968066232998353,-180.77646363098847
17,18.968066232998353,-161.80839739799012
18,18.968066232998353,-142.84033116499177
19,18.968066232998353,-123.87226493199341
20,18.968066232998353,-104.90419869899506
21,18.968066232998353,-85.9361324659967
22,18.968066232998353,-66.96806623299835
23,-22.968066232998353,-89.9361324659967
24,-22.968066232998353,-112.90419869899506
25,-13.0,-125.90419869899506
26,18.968066232998353,-106.9361324659967
27,18.968066232998353,-87.96806623299835
28,18.968066232998353,-69.0
29,18.968066232998353,-50.03193376700165
30,-22.968066232998353,-73.0
31,-19.0,-92.0
32,-15.0,-107.0
33,-1.5,-108.5
34,-22.968066232998353,-131.46806623299835
35,-22.968066232998353,-154.4361324659967
36,-22.968066232998353,-177.40419869899506
37,-22.968066232998353,-200.3722649319934
38,-22.968066232998353,-223.34033116499177
39,-22.968066232998353,-246.30839739799012
40,-22.968066232998353,-269.2764636309885
41,-8.5,-277.7764636309885
42,-22.968066232998353,-300.7445298639868
43,-22.968066232998353,-323.7125960969852
44,-22.968066232998353,-346.68066232998353
45,18.968066232998353,-327.7125960969852
46,-22.968066232998353,-350.68066232998353
47,-22.968066232998353,-373.6487285629819
48,-22.968066232998353,-396.61679479598024
49,8.0,-388.61679479598024
50,-22.968066232998353,-411.5848610289786
51,-22.968066232998353,-434.55292726197695
52,-22.968066232998353,-457.5209934949753
53,-22.968066232998353,-480.48905972797365
54,18.968066232998353,-461.5209934949753
55,-22.968066232998353,-484.48905972797365
56,-22.968066232998353,-507.457125960972
57,18.968066232998353,-488.48905972797365
58,-22.968066232998353,-511.457125960972
59,4.0,-507.457125960972
60,-4.0,-511.457125960972
61,18.968066232998353,-492.48905972797365
62,-22.968066232998353,-515.457125960972
63,-22.968066232998353,-538.4251921939704
64,-22.968066232998353,-561.3932584269687
65,-7.0,-568.3932584269687
66,18.968066232998353,-549.4251921939704
67,18.968066232998353,-530.457125960972
68,18.968066232998353,-511.48905972797365
69,18.968066232998353,-492.5209934949753
70,9.0,-483.5209934949753
71,-22.968066232998353,-506.48905972797365
72,-22.968066232998353,-529.457125960972
73,-22.968066232998353,-552.4251921939704
74,-22.968066232998353,-575.3932584269687
75,18.968066232998353,-556.4251921939704
76,18.968066232998353,-537.457125960972
77,-6.0,-543.457125960972
78,-11.0,-554.457125960972
79,-6.0,-560.457125960972
80,-4.0,-564.457125960972
81,-22.968066232998353,-587.4251921939704
82,-22.968066232998353,-610.3932584269687
83,-22.968066232998353,-633.3613246599671
84,-22.968066232998353,-656.3293908929654
85,-15.0,-671.3293908929654
86,-7.5,-678.8293908929654
87,-7.0,-685.8293908929654
88,-6.5,-692.3293908929654
89,5.0,-687.3293908929654
90,6.5,-680.8293908929654
91,-22.968066232998353,-703.7974571259638
92,-22.968066232998353,-726.7655233589621
93,-22.968066232998353,-749.7335895919605
94,-22.968066232998353,-772.7016558249588
95,18.968066232998353,-753.7335895919605
96,12.5,-741.2335895919605
97,3.5,-737.7335895919605
98,9.5,-728.2335895919605
99,18.968066232998353,-709.2655233589621
100,5.5,-703.7655233589621
101,18.968066232998353,-684.7974571259638
102,18.968066232998353,-665.8293908929654
103,18.968066232998353,-646.8613246599671
104,18.968066232998353,-627.8932584269687
105,8.5,-619.3932584269687
106,-22.968066232998353,-642.3613246599671
107,18.968066232998353,-623.3932584269687
108,18.968066232998353,-604.4251921939704
109,-3.5,-607.9251921939704
110,2.5,-605.4251921939704
111,-14.0,-619.4251921939704
112,-22.968066232998353,-642.3932584269687
113,-22.968066232998353,-665.3613246599671
114,-22.968066232998353,-688.3293908929654
115,18.968066232998353,-669.3613246599671
116,18.968066232998353,-650.3932584269687
117,18.968066232998353,-631.4251921939704
118,7.5,-623.9251921939704
119,-1.0,-624.9251921939704
120,-17.5,-642.4251921939704
121,0.0,-642.4251921939704
122,18.968066232998353,-623.457125960972
123,18.968066232998353,-604.4890597279737
124,18.968066232998353,-585.5209934949753
125,18.968066232998353,-566.552927261977
126,18.968066232998353,-547.5848610289786
127,-6.5,-554.0848610289786
128,-12.0,-566.0848610289786
129,-6.5,-572.5848610289786
130,-5.0,-577.5848610289786
131,-9.0,-586.5848610289786
132,0.0,-586.5848610289786
133,-22.968066232998353,-609.552927261977
134,-22.968066232998353,-632.5209934949753
135,-10.0,-642.5209934949753
136,-16.0,-658.5209934949753
137,1.5,-657.0209934949753
138,5.5,-651.5209934949753
139,0.5,-651.0209934949753
140,5.0,-646.0209934949753
141,4.0,-642.0209934949753
142,-1.5,-643.5209934949753
143,0.0,-643.5209934949753
144,-2.5,-646.0209934949753
145,-7.0,-653.0209934949753
146,-1.5,-654.5209934949753
147,-8.5,-663.0209934949753
148,-1.5,-664.5209934949753
149,-3.0,-667.5209934949753
150,-2.5,-670.0209934949753
151,7.0,-663.0209934949753
