market,architecture,strategy,sharpe_ratio,max_drawdown,var_95,n_trades,p_value
WDON,ensemble,single_bar,-7.40888221170468,-1966.5,20.599999999999977,1057,4.5048787384284836e-07
WDON,ensemble,multi_bar,-5.912558814095903,-2337.297457125964,22.968066232998353,1057,5.4391320034056454e-05
WINN,ensemble,single_bar,-1.464424932229163,-48835.0,1086.4999999999977,1443,0.24108589146467913
WINN,ensemble,multi_bar,-4.1635127991570124,-81084.28285209241,620.1573364761425,1443,0.000876914054439707
