market,architecture,rmse,mae,directional_accuracy
WDON,cnn,11.984790816716758,7.890023412209323,0.4894466628636623
WDON,lstm,11.984321203070492,7.890635272468438,0.4894466628636623
WDON,hybrid,13.662197198428268,10.125508559540425,0.4894466628636623
WINN,cnn,722.7195846135807,462.93585847105714,0.4877771461057419
WINN,lstm,722.4746606890031,462.75930510063455,0.4928936895963616
WINN,hybrid,723.5239160403729,464.73382149569284,0.496304718590108
