market,architecture,rmse,mae,directional_accuracy
WDON,cnn,11.987187504978749,7.894141665348462,0.4905768132495717
WDON,lstm,11.988384037946968,7.893733023181198,0.4894346087949743
WDON,hybrid,11.987924169641532,7.893262249053046,0.4894346087949743
WINN,cnn,723.8634668567912,463.8555922021079,0.5014228799089356
WINN,lstm,723.1478219696291,463.38341630293604,0.4940239043824701
WINN,hybrid,722.9869185060084,462.4413967365362,0.4940239043824701
