market,architecture,rmse,mae,directional_accuracy
WDON,cnn,11.98844744335144,7.901373874741975,0.4860239589275528
WDON,lstm,13.854590528805916,10.376725371706884,0.4894466628636623
WDON,hybrid,11.985030061426945,7.892032297542361,0.4894466628636623
WINN,cnn,722.5397877542899,461.92730759135065,0.5082433200682206
WINN,lstm,722.3412968501628,461.6190155282537,0.49459920409323477
WINN,hybrid,722.8833541442473,462.9643310994118,0.49061967026719727
